Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2,9,10,5,7,3,12,8,1,4,6,14,11,13,15,471.02449599369487
4,14,12,3,7,9,13,4,6,11,1,2,8,10,5,15,426.3760110108801
14,14,12,3,7,15,13,4,6,11,1,2,8,10,5,9,418.75049498746176
29,14,12,3,7,15,2,4,6,11,1,13,8,10,5,9,414.2677461413542
35,14,12,3,7,15,13,6,4,11,1,2,8,10,5,9,406.9676809052058
41,14,12,3,7,5,13,6,4,11,1,2,8,10,15,9,401.5438809769093
42,14,12,3,7,15,13,6,4,11,1,2,8,9,5,10,396.4469486439444
48,14,12,3,7,15,13,6,4,11,1,2,5,9,8,10,384.52183693688596
50,14,12,3,7,15,2,6,4,11,1,13,5,9,8,10,371.6671506567967
65,14,12,3,7,9,2,6,4,11,1,13,5,15,8,10,371.54362293432143
69,14,12,3,7,9,5,6,4,11,1,13,2,15,8,10,362.3028718701845
74,14,12,3,7,9,5,6,4,11,1,13,15,2,8,10,360.5888944971566
120,14,12,3,7,5,9,6,4,11,1,13,15,2,8,10,341.4315793028538
