Generation,Max_Fitness,Ave_Fitness,Min_Fitness
0,0,514.1920969243666,656.1448320250826,809.8201401802504
1,1,490.5645952539448,609.3977129056968,749.2680830777248
2,2,477.38031220121974,565.4679134833881,651.1022312567175
3,3,460.6019988414913,534.4589332776417,604.1947297323227
4,4,455.45016327754564,526.5461607412941,628.9186998326626
5,5,455.45016327754564,512.6784160506837,610.6619994419888
6,6,450.9454756170532,493.1308436691883,572.7762008406177
7,7,450.9454756170532,489.62929739266883,571.517774084519
8,8,450.9454756170532,488.8443041492265,560.6402997408703
9,9,417.1618240405058,476.3209703679453,547.2100647147781
10,10,417.1618240405058,474.54492415570695,614.6731802248306
11,11,417.1618240405058,471.3815599170648,581.2605054995182
12,12,412.91296620254326,466.04348736836647,576.0435352838359
13,13,412.91296620254326,463.8895168478714,547.5262063846213
14,14,386.8729213075185,466.14396101702897,560.4257057216632
15,15,386.8729213075185,465.5220131170616,573.1579849543359
16,16,386.8729213075185,449.0948553716337,557.3315426226612
17,17,386.8729213075185,440.5833820889354,568.0107761439151
18,18,386.8729213075185,442.474973301858,519.1073618626824
19,19,386.8729213075185,447.3827701563428,546.1994374700033
20,20,386.8729213075185,446.9123174323745,569.2674049963339
21,21,386.8729213075185,429.471082775247,517.3221607452637
22,22,386.8729213075185,427.9054045931939,497.31872368866743
23,23,386.8729213075185,432.33014434337275,531.5557361162378
24,24,386.8729213075185,429.4388149842657,515.2935920130088
25,25,386.8729213075185,422.953792898398,517.0367844930324
26,26,386.8729213075185,431.39036038294364,524.3648143695766
27,27,386.16305870901374,428.39959504560437,535.6292727008963
28,28,386.1630587090138,424.7286263612887,511.4930538633907
29,29,384.0494106628059,423.4846667529174,528.0265769025077
30,30,384.0494106628059,417.01032168875366,512.344436583457
31,31,360.9330892405194,423.5423148856984,510.11922069238915
32,32,360.9330892405194,407.954266235274,502.31359965527093
33,33,360.9330892405194,415.1133138129828,503.6182852739827
34,34,360.9330892405194,411.62960192973884,493.4476874965597
35,35,360.9330892405194,410.62962276160295,515.580016310142
36,36,360.9330892405194,412.9955880819928,494.84438023743735
37,37,360.93308924051934,411.2852980428799,513.2169519768049
38,38,360.93308924051934,409.5580995911143,505.18391272714524
39,39,360.93308924051934,400.79723297845186,513.1817888509356
40,40,357.78683190684956,393.62032093810967,484.8317553581972
41,41,357.78683190684956,397.7324298222582,486.36561213236376
42,42,357.78683190684956,394.4617005349505,484.8317553581972
43,43,357.7868319068495,388.99016393898097,492.4295365758259
44,44,355.83993458115344,383.04690290909093,489.8831426131044
45,45,355.83993458115344,382.7387793409206,491.23688488257767
46,46,351.91251964090424,382.37065263134485,501.1230828060807
47,47,351.91251964090424,383.5218741656473,473.1861320707082
48,48,338.2596202857573,382.3241898594187,470.4748434718937
49,49,338.2596202857573,382.55122982603774,472.73332171495656
50,50,338.2596202857573,388.28253337414753,482.4830552854904
51,51,338.2596202857573,380.25517936720047,485.4844112649448
52,52,338.2596202857573,374.66306545732425,467.0627104094466
53,53,338.2596202857573,374.56296507917097,474.51754055798926
54,54,338.2596202857573,383.96211165073794,492.1025132064656
55,55,338.2596202857573,386.5716510555409,483.9997389633485
56,56,338.2596202857573,375.8579586935239,477.3450425327487
57,57,338.2596202857573,383.0462181730003,480.4260423743
58,58,330.13498029469315,379.0059847054826,470.76347061752847
59,59,330.13498029469315,381.1139174131189,485.1224736778416
60,60,330.13498029469315,378.1397921696744,480.67236271630935
61,61,330.13498029469315,384.5816614638223,485.1224736778416
62,62,330.13498029469315,369.58355030405056,464.91618620904137
63,63,330.13498029469315,378.81687823944173,485.0440028532071
64,64,330.13498029469315,375.76491470835293,468.50903090423947
65,65,330.1349802946931,371.7696675620368,485.1224736778416
66,66,330.1349802946931,370.4210588962242,467.06271040944654
67,67,330.1349802946931,365.16137548490065,468.4239826206036
68,68,330.1349802946931,359.5808196111357,471.6530615150643
69,69,321.81642009381505,363.69359710112525,449.20721407769264
70,70,321.81642009381505,355.86138298490255,461.846279466407
71,71,321.81642009381505,356.20729204515743,433.89123369171165
72,72,321.81642009381505,353.0807780072866,464.92540876430303
73,73,321.81642009381505,366.7934966416128,446.806948192432
74,74,321.81642009381505,357.4032804211766,454.864222668876
75,75,308.9020686999211,357.47826556699465,461.8512347030351
76,76,308.45031166673914,347.84173667219954,458.39246486272646
77,77,308.45031166673914,370.25000390248783,458.8948233700982
78,78,308.45031166673914,352.510399975886,439.68191695474883
79,79,308.45031166673914,360.99413241661404,443.13864686283034
80,80,308.45031166673914,358.91957345719806,470.32497386025443
81,81,308.45031166673914,358.9041748249952,470.36856584976823
82,82,308.45031166673914,348.81122621786153,460.92182750478963
83,83,308.45031166673914,350.42774097470215,443.1386468628303
84,84,308.4503116667391,341.7082138323789,450.8793591987549
85,85,308.4503116667391,348.9098139738625,446.40898517205267
86,86,308.4503116667391,344.21980349250606,463.1302896974149
87,87,308.4503116667391,338.2432586428879,462.0064136593763
88,88,308.4503116667391,338.3392364152294,441.72619476113624
89,89,308.4503116667391,343.47346408966735,438.8225955756952
90,90,308.4503116667391,341.3098827299163,447.3506798610874
91,91,308.4503116667391,339.54057190850136,437.1299774365742
92,92,308.4503116667391,353.1007116048806,453.1790257265896
93,93,308.4503116667391,329.8299231476403,436.08940458681036
94,94,308.4503116667391,344.0085269238282,449.76418127033895
95,95,308.4503116667391,347.08369440917033,454.1855800933642
96,96,308.4503116667391,327.1760455317114,437.2698000298803
97,97,308.4503116667391,335.82789805725326,453.9071818269822
98,98,308.4503116667391,351.28945895611815,442.0349407230952
99,99,308.4503116667391,343.25155103277257,448.2694497992179
100,100,308.4503116667391,343.0124330893416,445.44286116031867
101,101,308.4503116667391,334.0830519900486,427.5404907911134
102,102,296.79260140862436,335.46444362008003,454.958403467235
103,103,296.79260140862436,325.8991057491698,434.92707074935663
104,104,296.79260140862436,343.70016453070514,453.88862585179965
105,105,296.79260140862436,347.72528418669776,454.1855800933642
106,106,296.79260140862436,336.0028881004826,437.1299774365742
107,107,296.79260140862436,330.7998028736632,410.7779605385267
108,108,296.79260140862436,338.01070720913214,446.4089851720527
109,109,296.79260140862436,342.5461893063737,454.1855800933642
110,110,296.79260140862436,329.1342385344427,433.56552374264305
111,111,296.79260140862436,331.148936834098,441.72619476113624
112,112,296.79260140862436,327.1798487511312,417.02494916130445
113,113,289.40893394811565,339.89939870258394,448.26944979921797
114,114,296.79260140862436,334.5562540683988,430.37723046498047
115,115,296.79260140862436,334.6385893376515,450.8637827919636
116,116,296.79260140862436,329.0774604621269,425.6120897717655
117,117,296.79260140862436,317.02158799508516,423.07227609987075
118,118,284.380862862478,326.6206121312718,430.3772304649804
119,119,284.380862862478,327.3725453305491,431.55486936202976
120,120,284.380862862478,324.5865048075209,422.64051048745574
121,121,284.380862862478,317.95146395052836,412.16534568924885
122,122,284.380862862478,326.26838836246077,429.94859917602037
123,123,284.380862862478,332.5786652344073,450.11705701004007
124,124,284.380862862478,317.8624027519561,420.9714357423328
125,125,284.380862862478,317.0991463187585,441.5213154684749
126,126,284.380862862478,331.5277407997382,430.73927083407676
127,127,284.380862862478,334.9688986063471,439.2080839914105
128,128,284.380862862478,320.026444971869,415.88278053299877
129,129,284.38086286247795,320.0376622644007,436.81406115117795
130,130,284.38086286247795,323.6580020010023,441.5213154684748
131,131,284.38086286247795,332.28555343928406,434.1187962033526
132,132,284.38086286247795,329.2024704916216,454.46421939762513
133,133,284.38086286247795,323.8723436127586,433.410635989663
134,134,284.38086286247795,311.0538429952936,413.36056986778993
135,135,284.38086286247795,313.3679999711093,417.92980861764426
136,136,284.38086286247795,320.71427196646323,431.75694261855085
137,137,284.38086286247795,314.6829028816978,411.6672550100878
138,138,284.38086286247795,317.2012168694315,415.55034757424755
139,139,284.38086286247795,338.9817438206967,439.8162030057938
140,140,284.38086286247795,314.8597390105916,430.22969766224634
141,141,284.38086286247795,325.69752422679716,429.9436107905162
142,142,284.38086286247795,323.1661901484279,433.410635989663
143,143,284.38086286247795,324.9755499816917,439.8162030057937
144,144,284.38086286247795,318.1537227651729,432.5036684004744
145,145,284.38086286247795,302.80809896181404,431.7569426185508
