Generation,Max_Fitness,Ave_Fitness,Min_Fitness
0,0,563.8121324724765,641.3051699080054,725.8521954493547
1,1,563.8121324724765,638.9874675119515,689.2286535114345
2,2,548.3737472890606,598.1419933933938,707.520098550256
3,3,548.3737472890606,580.6776006929211,628.6352556035947
4,4,548.3737472890606,571.7814719269512,633.9002559935985
5,5,548.3737472890606,551.4614243257438,563.8121324724765
6,6,548.3737472890606,567.5822272741761,614.015306402693
7,7,548.3737472890606,551.8960799458321,565.9854105729181
8,8,477.71467773126795,553.3688367568747,619.4408999524496
9,9,477.71467773126795,526.0158249602873,549.6506036252397
10,10,477.71467773126795,496.0812531412632,548.3737472890606
11,11,477.71467773126795,504.3409743737285,610.8461609435707
12,12,477.71467773126795,500.9681635048558,593.982106599207
13,13,477.71467773126795,525.5700667076088,583.7091380867396
14,14,477.7146777312679,486.60465057363115,522.164541943084
15,15,477.7146777312679,509.68412179441486,577.4201900359838
16,16,477.7146777312679,495.3485853273381,515.7311240019752
17,17,477.7146777312679,477.7146777312679,477.71467773126795
18,18,477.7146777312679,502.0863635380818,549.7090670968198
19,19,477.7146777312679,492.0269397882463,548.3737472890607
20,20,477.7146777312679,507.94142716774286,607.3696860800429
21,21,477.7146777312679,477.7146777312679,477.71467773126795
22,22,465.2516796911325,498.23220146611675,592.765294445648
23,23,465.2516796911325,489.7446914614713,546.7559583138512
24,24,465.2516796911325,467.74427929915953,477.7146777312679
25,25,465.2516796911325,468.45280590155716,481.2573107432566
26,26,465.2516796911325,478.53584617558545,531.672512113398
27,27,465.2516796911325,475.73012092515336,517.643885861237
28,28,465.2516796911325,465.2516796911324,465.2516796911325
29,29,465.2516796911325,479.8385065881842,538.1858141763918
30,30,465.2516796911325,465.2516796911324,465.2516796911325
31,31,465.2516796911325,488.60503318157026,582.0184471433209
32,32,465.2516796911325,489.6694120882976,532.963690934006
33,33,465.2516796911325,490.91503005092926,530.3433581019776
34,34,465.2516796911325,465.2516796911324,465.2516796911325
35,35,465.2516796911325,472.70067888563835,502.49667566366213
36,36,465.2516796911325,503.1501781670926,550.7781883956704
37,37,465.2516796911325,472.5024741776103,501.5056521235216
38,38,465.2516796911325,481.17797794666865,507.93057951786955
39,39,465.2516796911325,479.3271065496191,519.3506494232998
40,40,465.2516796911325,500.04138511621187,532.0500135730559
41,41,465.2516796911325,482.4373532089127,529.0479727796649
42,42,465.2516796911325,478.7940819397071,532.963690934006
43,43,465.2516796911325,468.27882023662886,480.38738241861466
44,44,465.2516796911325,468.31132398248553,495.8481226046638
45,45,439.5956252706589,477.0984900997452,518.0282919504671
46,46,439.5956252706589,474.81984804937053,538.748575902797
47,47,439.5956252706589,469.45766308117146,527.2874484221179
48,48,439.5956252706589,467.3385375099683,578.310186467206
49,49,439.5956252706589,457.28566808961494,524.6173635426219
50,50,439.5956252706589,496.51991687800256,578.310186467206
51,51,439.5956252706589,488.03404330713494,542.180485549868
52,52,439.5956252706589,475.9518476692356,525.9776018088758
53,53,439.5956252706589,505.12423059879603,556.1921365339939
54,54,439.5956252706589,495.3614688623676,563.2929535908596
55,55,439.5956252706589,471.04711473210244,514.3810518360942
56,56,439.5956252706589,475.8610207184253,518.2830998731257
57,57,439.5956252706589,509.6612956307169,637.9768497991726
58,58,439.5956252706589,477.6340365263348,554.328524671539
59,59,439.5956252706589,488.64945797826306,578.7228566609571
60,60,439.5956252706589,491.12761459112454,601.3504210149943
61,61,439.5956252706589,476.42656264823063,552.7522803539717
62,62,439.5956252706589,456.2200387902444,522.7176928685869
63,63,439.5956252706589,476.8080713139552,544.1825115838656
64,64,439.5956252706589,489.74034896675755,647.8323979086596
65,65,439.5956252706589,454.2382112912889,512.8085553738092
66,66,439.5956252706589,458.5837007865515,534.5360028501223
67,67,439.5956252706589,439.59562527065884,439.5956252706589
68,68,439.5956252706589,462.70052447421887,530.704036817652
69,69,439.5956252706589,460.3615743889119,509.11955494544486
70,70,439.5956252706589,459.77915958436904,529.2202337776852
71,71,439.5956252706589,504.22149816804585,679.5646430384704
72,72,439.5956252706589,453.3090801705231,479.91710329035135
73,73,439.5956252706589,502.6170692614023,563.5222753578504
74,74,439.5956252706589,502.00368201337886,552.8736854988601
75,75,439.5956252706589,480.89636030199426,514.3810518360942
76,76,439.5956252706589,451.9452169400465,501.34358361759706
77,77,439.5956252706589,466.9656997405233,519.5527274685899
78,78,439.5956252706589,439.59562527065884,439.5956252706589
79,79,439.5956252706589,470.0961166269925,556.1921365339939
80,80,439.5956252706589,521.1260163658079,619.3185829229317
81,81,439.5956252706589,505.30843557528425,544.2357707272861
82,82,439.5956252706589,518.1705573309752,608.5463795057401
83,83,439.5956252706589,489.6301614045693,546.7389940743842
84,84,439.5956252706589,468.8106334885745,539.0920491318553
85,85,439.5956252706589,448.09299443915734,482.08247111315114
86,86,439.5956252706589,454.2025539803738,512.6302688192335
87,87,439.5956252706589,454.5414388340325,514.3246930875265
88,88,439.5956252706589,439.5956252706589,439.59562527065896
89,89,439.5956252706589,439.59562527065884,439.5956252706589
90,90,439.5956252706589,458.12786978748454,532.2568478547875
91,91,439.5956252706589,449.02192626522384,533.8586352163087
92,92,439.5956252706589,467.3385375099683,578.310186467206
93,93,439.5956252706589,456.6891126149537,525.063061992133
94,94,439.5956252706589,463.5941824725534,542.180485549868
95,95,439.5956252706589,470.3142625596535,523.3862467382957
96,96,439.5956252706589,482.1549038560421,561.2836066505818
97,97,439.5956252706589,450.2978495314048,493.1067465743885
98,98,439.5956252706589,470.17002265791115,553.2853438559596
99,99,439.5956252706589,455.6436914523708,539.3357240879536
100,100,439.5956252706589,473.17327413304486,532.6984430171532
101,101,439.5956252706589,439.5956252706589,439.59562527065896
102,102,439.5956252706589,439.59562527065884,439.5956252706589
103,103,439.59562527065884,477.72242714497696,611.0593695352534
104,104,439.59562527065884,453.5004112056161,509.11955494544486
105,105,439.59562527065884,465.760458772318,507.8658332100101
106,106,439.59562527065884,459.3657827879247,527.3890532049217
107,107,439.59562527065884,466.8854200626565,512.7570112939136
108,108,439.59562527065884,439.59562527065884,439.5956252706589
109,109,439.59562527065884,468.40117256930927,531.6143170262955
110,110,439.59562527065884,452.7051830922643,505.1434143786861
111,111,439.59562527065884,439.59562527065884,439.5956252706589
112,112,439.59562527065884,446.37052435880435,473.4701207113865
113,113,439.59562527065884,469.45450100656325,569.1486808703503
114,114,433.8346024491666,445.51682711736055,474.96265732566
115,115,433.8346024491666,444.1483564495194,471.0008153972002
116,116,433.8346024491666,446.0177223582659,471.66218925717226
117,117,433.8346024491666,446.803424666455,498.6787135356084
118,118,433.8346024491666,456.86406972003203,492.20788510203715
119,119,433.8346024491666,446.71759245245505,498.2495524656086
120,120,428.6318020671759,432.7940423727685,433.8346024491666
121,121,428.6318020671759,457.1395993168817,538.2243508090687
122,122,428.6318020671759,441.39263691545864,479.4289753536131
123,123,428.6318020671759,436.5672417082381,497.58059771381613
124,124,428.6318020671759,461.25567068360243,533.5339393064689
125,125,428.6318020671759,437.29006893065116,463.34071655883474
126,126,428.6318020671759,468.81872812053837,548.3234047274735
127,127,428.6318020671759,453.61350527835214,531.3715824054536
128,128,428.6318020671759,459.7049254930506,503.14245649417114
129,129,428.6318020671759,428.63180206717595,428.6318020671759
130,130,428.6318020671759,428.63180206717595,428.6318020671759
131,131,428.63180206717584,462.03664509312665,512.1626074618733
132,132,428.63180206717584,446.18801312214663,487.99538682890136
133,133,428.63180206717584,428.63180206717595,428.6318020671759
134,134,428.63180206717584,472.93208831964404,544.6367090772109
135,135,428.63180206717584,464.52520154375463,525.8046675417296
136,136,428.63180206717584,467.24684946959707,533.5339393064689
137,137,428.63180206717584,480.98127264477216,531.3715824054536
138,138,428.63180206717584,492.3294963138631,530.714150335777
139,139,428.63180206717584,467.356238249361,502.2294699620189
140,140,428.63180206717584,473.27320508695993,567.3463632637229
141,141,428.63180206717584,461.5015150722834,533.0509323480297
142,142,428.63180206717584,428.63180206717595,428.63180206717584
