Generation,Max_Fitness,Ave_Fitness,Min_Fitness
0,0,538.0952659525542,638.0279336869587,756.2901214038772
1,0.0,405.7450003590062,756.2901214038772
1,1,551.1558804718816,641.9013762655798,756.2901214038772
2,0.0,405.7450003590062,756.2901214038772
2,2,551.1558804718816,656.5961557737286,756.2901214038772
3,0.0,413.1885035004323,756.2901214038772
3,3,611.5325066311218,669.486541879947,756.2901214038772
4,0.0,416.8611137643534,756.2901214038772
4,4,611.5325066311218,670.4177241335176,756.2901214038772
5,0.0,419.17230732029066,756.2901214038772
5,5,611.6884688491733,679.4759598734422,756.2901214038772
6,0.0,419.71438720411015,756.2901214038772
6,6,633.5827099691016,695.4019732647732,756.2901214038772
7,0.0,427.7710371644036,756.2901214038772
7,7,646.2421499433361,692.6411526082215,756.2901214038772
8,0.0,427.7710371644036,756.2901214038772
8,8,610.9396735529042,688.1671284440677,756.2901214038772
9,0.0,427.7710371644036,756.2901214038772
9,9,576.699398251492,677.175833184494,756.2901214038772
10,0.0,427.7710371644036,756.2901214038772
10,10,576.699398251492,680.3920641594153,756.2901214038772
11,0.0,427.7710371644036,756.2901214038772
11,11,576.699398251492,680.2933919700844,756.2901214038772
12,0.0,432.0734942343166,756.2901214038772
12,12,592.6665016633727,682.1579906959341,756.2901214038772
13,0.0,432.0734942343166,756.2901214038772
13,13,532.1141504953453,674.1576781415577,756.2901214038772
14,0.0,432.0734942343166,756.2901214038772
14,14,551.6072852471507,682.5627918719312,756.2901214038772
15,0.0,432.0734942343166,756.2901214038772
15,15,548.926340598021,681.0083994306419,756.2901214038772
16,0.0,433.6401295532636,756.2901214038772
16,16,525.2089463223152,676.2194467945772,756.2901214038772
17,0.0,433.6401295532636,756.2901214038772
17,17,525.2089463223152,676.410588961952,756.2901214038772
18,0.0,433.6401295532636,756.2901214038772
18,18,518.3329566659098,681.7784998418574,756.2901214038772
19,0.0,433.6401295532636,756.2901214038772
19,19,518.3329566659098,693.340291024655,756.2901214038772
20,0.0,438.8898417786146,756.2901214038772
20,20,539.1735576695761,707.1082288763798,838.3041897133317
21,0.0,452.14249565429765,838.3041897133317
21,21,489.4289903635899,699.6941742554225,838.3041897133317
22,0.0,452.14249565429765,838.3041897133317
22,22,606.1913020516806,722.8083412832182,838.3041897133317
23,0.0,455.5411936925434,838.3041897133317
23,23,606.9389959860155,725.40690344652,838.3041897133317
24,0.0,456.2325119420942,838.3041897133317
24,24,606.9389959860155,725.2496148316487,838.3041897133317
25,0.0,456.2325119420942,838.3041897133317
25,25,597.3266216136496,736.3115172566575,838.3041897133317
26,0.0,459.8010552429358,838.3041897133317
26,26,613.6810346291117,748.5355211466373,838.3041897133317
27,0.0,464.94667910991774,838.3041897133317
27,27,605.4438926469448,748.1429226445476,838.3041897133317
28,0.0,464.94667910991774,838.3041897133317
28,28,629.8978552158148,750.703443464801,838.3041897133317
29,0.0,469.53861216792575,838.3041897133317
29,29,670.9108495971683,746.2257101615334,838.3041897133317
30,0.0,469.53861216792575,838.3041897133317
30,30,644.062087904685,741.1608879558255,838.3041897133317
31,0.0,469.53861216792575,838.3041897133317
31,31,644.062087904685,742.0561050444295,838.3041897133317
32,0.0,469.53861216792575,838.3041897133317
32,32,635.1306738895994,735.1785662424479,838.3041897133317
33,0.0,469.53861216792575,838.3041897133317
33,33,622.200045457141,738.0033102562595,838.3041897133317
34,0.0,469.53861216792575,838.3041897133317
34,34,632.2715429909938,735.4255099637417,838.3041897133317
35,0.0,469.53861216792575,838.3041897133317
35,35,632.2715429909938,735.2107695043013,838.3041897133317
36,0.0,469.53861216792575,838.3041897133317
36,36,625.1610952080096,731.1943454000658,838.3041897133317
37,0.0,469.53861216792575,838.3041897133317
37,37,625.1610952080096,731.074140648501,838.3041897133317
38,0.0,469.53861216792575,838.3041897133317
38,38,635.1781720529669,733.3928224474032,838.3041897133317
39,0.0,469.53861216792575,838.3041897133317
39,39,597.6731293419828,730.1824015341629,838.3041897133317
40,0.0,469.53861216792575,838.3041897133317
40,40,597.6731293419828,729.9258183938163,838.3041897133317
41,0.0,469.53861216792575,838.3041897133317
41,41,612.314523448015,731.0954676628494,838.3041897133317
42,0.0,469.53861216792575,838.3041897133317
42,42,612.314523448015,740.2589115999883,838.3041897133317
43,0.0,469.53861216792575,838.3041897133317
43,43,632.7229712514692,740.0498382363049,838.3041897133317
44,0.0,469.53861216792575,838.3041897133317
44,44,632.7229712514692,738.7968289684821,838.3041897133317
45,0.0,469.53861216792575,838.3041897133317
45,45,637.6408152944612,748.2947556452789,838.3041897133317
46,0.0,469.53861216792575,838.3041897133317
46,46,649.8194425507006,744.584821956735,838.3041897133317
47,0.0,469.53861216792575,838.3041897133317
47,47,585.8005711287174,736.3079262530368,838.3041897133317
48,0.0,469.53861216792575,838.3041897133317
48,48,596.2035448476402,737.7612846640493,838.3041897133317
49,0.0,469.53861216792575,838.3041897133317
49,49,654.0876215432934,752.9870400070669,838.3041897133317
50,0.0,469.53861216792575,838.3041897133317
50,50,713.9666423053397,761.3812872967045,838.3041897133317
51,0.0,469.53861216792575,838.3041897133317
51,51,712.9366535715636,758.5502026058485,838.3041897133317
52,0.0,469.53861216792575,838.3041897133317
52,52,653.6305669280783,748.3664305543759,838.3041897133317
53,0.0,469.53861216792575,838.3041897133317
53,53,651.8588549480711,748.2793012846421,838.3041897133317
54,0.0,469.53861216792575,838.3041897133317
54,54,629.6506472507226,740.0811674611613,838.3041897133317
55,0.0,469.53861216792575,838.3041897133317
55,55,603.843940662524,742.3564791523156,838.3041897133317
56,0.0,469.53861216792575,838.3041897133317
56,56,571.2009023466238,730.0882002841277,838.3041897133317
57,0.0,469.53861216792575,838.3041897133317
57,57,571.2009023466238,727.1848994898769,838.3041897133317
58,0.0,469.53861216792575,838.3041897133317
58,58,571.2009023466238,727.7265936192135,838.3041897133317
59,0.0,469.53861216792575,838.3041897133317
59,59,600.0228665238205,728.0726549948829,838.3041897133317
60,0.0,469.53861216792575,838.3041897133317
60,60,600.0228665238205,729.2237306705831,838.3041897133317
61,0.0,469.53861216792575,838.3041897133317
61,61,627.9663305663131,729.5917054344013,838.3041897133317
62,0.0,469.53861216792575,838.3041897133317
62,62,621.7021113697926,736.9232223242217,838.3041897133317
63,0.0,469.53861216792575,838.3041897133317
63,63,621.7021113697926,735.6715906529732,838.3041897133317
64,0.0,469.53861216792575,838.3041897133317
64,64,629.7261132854605,737.4032314556621,838.3041897133317
65,0.0,469.53861216792575,838.3041897133317
65,65,608.5318999754744,730.402801410486,838.3041897133317
66,0.0,469.53861216792575,838.3041897133317
66,66,608.5318999754744,731.4909122499565,838.3041897133317
67,0.0,469.53861216792575,838.3041897133317
67,67,608.5318999754744,736.875119810174,838.3041897133317
68,0.0,469.53861216792575,838.3041897133317
68,68,595.6224135081627,725.9651542389519,838.3041897133317
69,0.0,469.53861216792575,838.3041897133317
69,69,583.7479435259432,716.9243774297188,838.3041897133317
70,0.0,469.53861216792575,838.3041897133317
70,70,583.7479435259432,724.551948013092,838.3041897133317
71,0.0,469.53861216792575,838.3041897133317
71,71,611.3763287062319,734.2758564497501,838.3041897133317
72,0.0,469.53861216792575,838.3041897133317
72,72,611.3763287062319,731.5365076095484,838.3041897133317
73,0.0,469.53861216792575,838.3041897133317
73,73,607.4602876357828,729.0858953785001,838.3041897133317
74,0.0,469.53861216792575,838.3041897133317
74,74,619.4865094127389,733.006143610904,838.3041897133317
75,0.0,469.53861216792575,838.3041897133317
75,75,619.4865094127389,735.9991309255952,838.3041897133317
76,0.0,469.53861216792575,838.3041897133317
76,76,654.9269022313205,746.2365992285047,838.3041897133317
77,0.0,469.53861216792575,838.3041897133317
77,77,635.1608925945976,743.4172811350375,838.3041897133317
78,0.0,469.53861216792575,838.3041897133317
78,78,635.1608925945976,743.0735636594092,838.3041897133317
79,0.0,469.53861216792575,838.3041897133317
79,79,635.1608925945976,744.2795884122929,838.3041897133317
80,0.0,469.53861216792575,838.3041897133317
80,80,602.8831118108264,736.9581856495558,838.3041897133317
81,0.0,469.53861216792575,838.3041897133317
81,81,624.5155408609651,734.299696006383,838.3041897133317
82,0.0,469.53861216792575,838.3041897133317
82,82,649.4544440278908,737.9319446905048,838.3041897133317
83,0.0,469.53861216792575,838.3041897133317
83,83,608.8250706095237,739.8348774734081,838.3041897133317
84,0.0,471.8930671091222,838.3041897133317
84,84,608.3052694535903,743.8234748234383,838.3041897133317
85,0.0,471.8930671091222,838.3041897133317
85,85,611.7154462840087,731.7905980752753,838.3041897133317
86,0.0,471.8930671091222,838.3041897133317
86,86,618.1976434631847,735.8273067047699,838.3041897133317
87,0.0,473.2320242765698,838.3041897133317
87,87,514.406466703048,749.2488622962571,838.3041897133317
88,0.0,477.795734327273,838.3041897133317
88,88,514.406466703048,741.0669189860116,838.3041897133317
89,0.0,477.795734327273,838.3041897133317
89,89,495.9047691975502,719.9644455957091,838.3041897133317
90,0.0,477.795734327273,838.3041897133317
90,90,550.790035788586,745.8596737970418,838.3041897133317
91,0.0,479.04176416009824,838.3041897133317
91,91,550.790035788586,746.7776662394746,838.3041897133317
92,0.0,479.04176416009824,838.3041897133317
92,92,550.790035788586,741.507968369625,838.3041897133317
93,0.0,479.04176416009824,838.3041897133317
93,93,550.790035788586,734.9624642415772,838.3041897133317
94,0.0,479.04176416009824,838.3041897133317
94,94,618.002221358269,746.7654258578366,838.3041897133317
95,0.0,479.04176416009824,838.3041897133317
95,95,634.3742831373427,743.3478621608182,838.3041897133317
96,0.0,479.04176416009824,838.3041897133317
96,96,653.710085867199,751.4214898192348,838.3041897133317
97,0.0,479.04176416009824,838.3041897133317
97,97,653.710085867199,754.5788302382851,838.3041897133317
98,0.0,479.04176416009824,838.3041897133317
98,98,657.2483320426177,756.3974629830648,838.3041897133317
99,0.0,479.04176416009824,838.3041897133317
99,99,592.8870165925229,752.6242937255868,838.3041897133317
100,0.0,479.04176416009824,838.3041897133317
100,100,618.2184141725946,755.157433483594,838.3041897133317
101,0.0,479.04176416009824,838.3041897133317
101,101,573.482715842102,750.6838636505447,838.3041897133317
102,0.0,479.04176416009824,838.3041897133317
102,102,548.0552055081951,740.556782006304,838.3041897133317
103,0.0,479.04176416009824,838.3041897133317
103,103,634.3316410144737,752.8147888313738,838.3041897133317
104,0.0,479.04176416009824,838.3041897133317
104,104,651.0820690952353,757.305516907785,838.3041897133317
105,0.0,479.04176416009824,838.3041897133317
105,105,651.0820690952353,757.305516907785,838.3041897133317
106,0.0,479.04176416009824,838.3041897133317
106,106,673.7014091646301,759.4295809932808,838.3041897133317
107,0.0,479.04176416009824,838.3041897133317
107,107,673.7014091646301,759.6745407174514,838.3041897133317
108,0.0,479.04176416009824,838.3041897133317
108,108,637.1617126609573,756.1133824124631,838.3041897133317
109,0.0,479.04176416009824,838.3041897133317
109,109,652.0114056079891,759.9104942391716,838.3041897133317
110,0.0,479.04176416009824,838.3041897133317
110,110,639.8986185736751,749.387130777704,838.3041897133317
111,0.0,479.04176416009824,838.3041897133317
111,111,639.8986185736751,747.8921219562287,838.3041897133317
112,0.0,479.04176416009824,838.3041897133317
112,112,673.380012567441,754.16758873515,838.3041897133317
113,0.0,479.04176416009824,838.3041897133317
113,113,643.3117422116787,757.245488289281,838.3041897133317
114,0.0,479.04176416009824,838.3041897133317
114,114,643.3117422116787,752.0555461954899,838.3041897133317
115,0.0,479.04176416009824,838.3041897133317
115,115,626.7431647237484,745.957179285155,838.3041897133317
116,0.0,479.04176416009824,838.3041897133317
116,116,626.7431647237484,747.6116119871668,838.3041897133317
117,0.0,479.04176416009824,838.3041897133317
117,117,603.4119790393838,742.1776982573253,838.3041897133317
118,0.0,479.04176416009824,838.3041897133317
118,118,587.0334032566085,735.6632596009592,838.3041897133317
119,0.0,479.04176416009824,838.3041897133317
119,119,596.350844604279,740.3288909565246,838.3041897133317
120,0.0,479.04176416009824,838.3041897133317
120,120,589.1350095888663,729.1942917989008,838.3041897133317
121,0.0,479.04176416009824,838.3041897133317
121,121,580.7278076855541,730.3786547848497,838.3041897133317
122,0.0,479.04176416009824,838.3041897133317
122,122,557.7480657789698,725.952458374763,838.3041897133317
123,0.0,479.04176416009824,838.3041897133317
123,123,571.9590621213054,732.2596838647004,838.3041897133317
124,0.0,479.04176416009824,838.3041897133317
124,124,559.5004083245312,732.3512581341164,838.3041897133317
125,0.0,479.04176416009824,838.3041897133317
125,125,559.5004083245312,728.3540401056497,838.3041897133317
126,0.0,479.04176416009824,838.3041897133317
126,126,592.6037275854532,739.0388775875322,838.3041897133317
127,0.0,479.04176416009824,838.3041897133317
127,127,592.6037275854532,741.1595011289378,838.3041897133317
128,0.0,479.04176416009824,838.3041897133317
128,128,580.0180310475682,730.413659434693,838.3041897133317
129,0.0,479.04176416009824,838.3041897133317
129,129,562.5216732302773,729.9541939288813,838.3041897133317
130,0.0,479.04176416009824,838.3041897133317
130,130,562.5216732302773,721.6759800107455,838.3041897133317
131,0.0,479.04176416009824,838.3041897133317
131,131,562.0763332215973,723.937763146986,838.3041897133317
132,0.0,479.04176416009824,838.3041897133317
132,132,562.0763332215973,722.5838450161374,838.3041897133317
133,0.0,479.04176416009824,838.3041897133317
133,133,562.0763332215973,731.4972625996963,838.3041897133317
134,0.0,479.04176416009824,838.3041897133317
134,134,580.7323487898693,737.5194831362728,838.3041897133317
135,0.0,479.04176416009824,838.3041897133317
135,135,622.8606200313194,741.9710475165201,838.3041897133317
