Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,9,1,8,11,4,6,12,14,10,7,5,2,13,3,15,466.3944690176848
9,4,6,10,7,3,14,12,15,9,5,11,8,2,13,1,445.70544600217966
10,4,6,10,7,3,14,12,15,9,5,1,8,2,13,11,431.42314609559077
19,4,6,10,7,3,14,12,9,15,5,1,8,2,13,11,424.5805180050848
20,4,6,10,7,3,14,12,15,9,5,2,8,1,13,11,417.4220568913632
21,4,6,10,7,3,14,12,9,5,15,1,8,2,13,11,411.7329483898814
23,4,6,10,7,3,14,12,5,9,15,1,8,2,13,11,411.29932871541706
29,4,6,10,7,3,14,12,5,9,15,2,8,1,13,11,398.4880988682782
38,4,6,10,7,3,14,12,5,9,15,2,8,13,1,11,375.67363520243
44,4,6,10,12,3,14,7,5,9,15,2,8,13,1,11,363.57412558452336
52,4,6,10,12,14,3,7,5,9,15,2,8,13,1,11,330.52929482142525
70,4,6,10,14,12,3,7,5,9,15,2,8,13,1,11,322.404654830361
77,4,6,10,14,12,3,7,5,9,15,8,2,13,1,11,316.9288836908185
92,4,6,10,14,12,3,7,5,15,9,8,2,13,1,11,314.99908629327246
