Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,14,7,9,1,13,2,5,12,3,10,6,4,11,8,15,500.3769362481805
4,9,7,3,5,13,1,10,14,12,2,15,11,4,6,8,470.24372033638303
9,2,7,3,5,13,1,10,14,12,9,15,11,4,6,8,465.77455100278644
12,9,3,7,5,13,1,10,14,12,2,15,11,4,6,8,465.4428476647795
18,2,7,3,5,13,15,10,14,12,9,1,11,4,6,8,456.1949162523434
21,9,3,7,5,13,15,10,14,12,2,1,11,4,6,8,423.70665203699815
27,9,3,7,5,15,13,10,14,12,2,1,11,4,6,8,405.04667710111886
34,9,3,7,5,15,13,12,14,10,2,1,11,4,6,8,405.0466679080574
42,9,3,7,5,15,10,12,14,13,2,1,11,4,6,8,397.32926779634994
45,12,3,7,5,15,13,9,14,10,2,1,11,4,6,8,392.99824572107434
52,12,3,7,5,15,2,9,14,10,13,1,11,4,6,8,388.6536686547356
55,12,3,7,5,15,13,9,8,10,2,1,11,4,6,14,349.82049896309513
75,12,3,7,5,15,9,13,8,10,2,1,11,4,6,14,337.3794019995395
84,12,3,7,5,15,9,10,8,13,2,1,11,4,6,14,317.13183794833463
91,12,3,7,5,15,9,10,8,2,13,1,11,4,6,14,301.35819431395754
