Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,11,8,6,12,4,10,7,9,5,15,2,3,14,13,505.08808997245774
5,1,11,8,6,12,4,3,7,9,5,15,2,10,14,13,491.2965196875345
9,1,11,8,10,12,4,6,7,9,5,15,2,3,14,13,483.5841658803163
10,1,11,8,6,12,4,14,7,9,5,15,3,10,2,13,473.89823807054336
13,1,11,8,6,12,14,3,7,9,5,15,2,10,4,13,421.5949594912394
20,1,11,8,6,12,14,3,7,5,9,15,2,10,4,13,409.18322094509307
28,1,10,8,6,12,14,3,7,5,9,15,2,11,4,13,402.02999596354414
30,1,8,10,6,12,14,3,7,5,9,15,2,11,4,13,396.8650986764353
33,1,11,8,10,12,14,3,7,5,9,15,2,6,4,13,369.76216420312
39,1,13,8,10,12,14,3,7,5,9,15,2,6,4,11,335.0100366328891
50,1,13,2,10,12,14,3,7,5,9,15,8,6,4,11,325.0885442264522
60,1,13,2,10,14,12,3,7,5,9,15,8,6,4,11,316.963904235388
77,1,13,2,10,14,12,3,7,5,15,9,8,6,4,11,315.03410683784193
