Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,10,6,14,12,4,8,5,15,9,11,7,3,13,2,557.2847097288679
5,5,7,2,13,8,6,10,14,12,11,4,15,9,1,3,534.9543055957902
6,1,10,6,14,12,4,8,11,15,9,5,7,3,13,2,483.62473724483846
14,15,10,6,14,12,4,8,11,1,9,5,7,3,13,2,465.46120737258866
18,1,10,6,14,12,8,4,11,15,9,5,7,3,13,2,449.1471774334298
21,15,10,12,14,6,4,8,11,1,9,5,7,3,13,2,418.87705510840476
28,15,10,12,14,6,8,4,11,1,9,5,7,3,13,2,411.2134650677047
32,13,10,12,14,6,4,8,11,1,9,5,7,3,15,2,409.47168635799795
41,13,10,12,14,8,4,6,11,1,9,5,7,3,15,2,407.23561977754997
44,13,10,12,14,6,8,4,11,1,9,5,7,3,15,2,401.80809631729784
52,13,10,12,14,6,8,4,11,1,15,5,7,3,9,2,390.96451621957937
