Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6,2,15,13,10,14,3,12,9,1,7,5,8,11,4,516.9016414532283
1,6,2,15,13,10,14,12,3,9,1,7,5,8,11,4,491.38855275097654
6,6,13,15,2,10,14,12,3,9,1,7,5,8,11,4,488.8793725971902
7,6,2,15,9,10,14,12,3,13,1,7,5,8,11,4,462.417957877573
9,6,13,15,2,10,14,12,3,9,5,7,1,8,11,4,448.1121758621893
12,6,2,15,8,10,14,12,3,9,5,7,1,13,11,4,424.2475022382957
17,6,8,15,2,10,14,12,3,9,5,7,1,13,11,4,419.80178097140123
20,6,2,15,8,10,14,12,3,7,5,9,1,13,11,4,385.22234798506344
33,6,8,15,2,10,14,12,3,7,5,9,1,13,11,4,380.7766267181691
42,6,8,9,2,10,14,12,3,7,5,15,1,13,11,4,375.7923397548987
49,6,8,1,2,10,14,12,3,7,5,15,9,13,11,4,362.59657054632004
54,6,8,13,2,10,14,12,3,7,5,15,9,1,11,4,343.33346587343135
59,6,8,13,2,10,14,12,3,7,5,9,15,1,11,4,335.25090522206943
64,6,8,2,9,10,14,12,3,7,5,15,13,1,11,4,328.6356357811716
