Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,11,8,13,2,15,6,14,4,10,12,3,9,7,5,1,496.98189237269077
2,1,13,2,8,5,14,6,12,10,15,9,7,3,4,11,469.66693673179475
3,14,12,10,6,9,15,7,5,3,8,4,11,1,13,2,435.7794255836744
8,10,12,14,6,9,15,7,5,3,8,4,11,1,13,2,412.4880352671276
14,3,12,14,6,9,15,7,5,10,8,4,11,1,13,2,407.9161142947847
25,3,12,14,6,10,15,7,5,9,8,4,11,1,13,2,402.55209930974564
34,3,12,14,8,10,15,7,5,9,6,4,11,1,13,2,395.03823865784267
43,3,12,14,8,10,15,5,7,9,6,4,11,1,13,2,387.95684245218365
45,3,12,14,10,8,15,7,5,9,6,4,11,1,13,2,387.20267946918926
48,8,12,14,3,10,15,5,7,9,6,4,11,1,13,2,382.426184824437
50,3,12,14,10,8,15,9,5,7,6,4,11,1,13,2,371.315114778855
86,3,12,14,10,8,9,15,5,7,6,4,11,1,13,2,369.38531738130894
90,3,12,14,10,7,9,15,5,8,6,4,11,1,13,2,366.60870846588597
113,10,12,14,3,7,9,15,5,8,6,4,11,1,13,2,342.7449918302093
121,10,12,14,3,7,5,15,9,8,6,4,11,1,13,2,323.1587468289062
134,10,14,12,3,7,5,15,9,8,6,4,11,1,13,2,315.034106837842
