Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6,11,1,15,4,13,9,2,10,14,3,12,5,7,8,524.3619578816981
4,9,1,11,4,8,12,3,13,10,15,2,6,14,7,5,507.34806748918896
10,9,1,11,4,8,12,3,6,10,15,2,13,14,7,5,487.8617998252911
17,9,1,11,4,8,12,14,6,10,15,2,13,3,7,5,430.98364756117996
26,9,1,11,4,8,6,14,12,10,15,2,13,3,7,5,411.2134650677047
32,9,1,11,4,8,6,14,12,10,13,2,15,3,7,5,401.80809631729784
34,9,1,11,4,6,8,14,12,10,15,2,13,3,7,5,397.11377690686453
42,9,1,11,4,6,8,14,12,3,15,2,13,10,7,5,395.4661431725878
44,15,1,11,4,6,8,14,12,10,9,2,13,3,7,5,388.63468918448075
57,15,1,11,4,6,8,14,12,10,13,2,9,3,7,5,376.8648280587393
83,15,1,11,4,6,8,14,12,10,2,13,9,3,7,5,372.62551000327124
154,13,1,11,4,6,8,14,12,10,2,15,9,3,7,5,363.9032660720085
241,13,1,11,4,6,8,14,12,10,2,15,9,5,7,3,362.43775041853036
342,13,1,11,4,6,8,14,12,10,3,15,9,5,7,2,357.53342242980955
348,13,1,11,4,6,8,14,12,10,3,7,9,5,15,2,318.7906545073638
363,13,1,11,4,6,8,14,12,10,3,7,5,9,15,2,306.3789159612174
369,13,1,11,4,6,8,10,12,14,3,7,5,9,15,2,292.50550285354217
477,13,1,11,4,6,8,10,14,12,3,7,5,9,15,2,284.380862862478
