Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,13,11,3,12,10,14,8,5,9,15,4,6,7,2,533.224707760654
3,9,5,15,4,11,1,6,12,14,8,2,13,10,3,7,435.27928849475944
12,9,5,15,1,11,4,6,12,14,8,2,13,10,3,7,378.53092495653186
22,9,5,15,1,11,4,6,14,12,8,2,13,10,3,7,372.2292637925703
28,9,5,15,1,11,4,6,14,12,8,13,2,10,3,7,371.4492289515758
47,5,9,15,1,11,4,6,14,12,8,13,2,10,3,7,359.0374904054293
