Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,7,4,6,8,1,11,13,2,10,14,5,9,15,12,3,480.1966889046272
10,15,5,7,13,9,10,3,14,12,11,1,2,4,6,8,467.3262371979863
11,10,5,7,15,9,13,3,14,12,11,1,2,4,6,8,466.3561285752821
17,10,5,7,9,15,13,3,14,12,11,1,2,4,6,8,450.51619598588854
21,10,5,7,9,15,2,3,14,12,11,1,13,4,6,8,437.6776672278859
26,10,5,9,13,15,7,3,14,12,11,1,2,4,6,8,434.4489046607127
27,10,7,5,9,15,2,3,14,12,11,1,13,4,6,8,420.12987380104295
38,3,7,5,9,15,2,10,14,12,11,1,13,4,6,8,408.79885826912414
51,3,7,5,9,15,2,10,14,8,11,1,13,4,6,12,391.3450688439763
79,3,7,5,9,15,2,10,14,8,13,1,11,4,6,12,356.59294127374545
107,3,7,5,9,15,8,10,14,2,13,1,11,4,6,12,356.426910041895
114,3,7,5,9,15,8,10,12,2,13,1,11,4,6,14,355.53292287373836
120,3,7,5,9,15,14,10,8,2,13,1,11,4,6,12,350.042514770769
144,3,7,5,9,15,12,10,8,2,13,1,11,4,6,14,345.548124111087
174,3,7,5,9,15,10,12,8,2,13,1,11,4,6,14,345.1617420774669
187,3,7,5,9,15,10,14,8,2,13,1,11,4,6,12,343.3387632503643
243,3,7,5,15,9,10,14,8,2,13,1,11,4,6,12,337.91416509370475
