Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,15,8,3,12,14,7,5,1,13,6,4,11,10,9,2,479.9025051303387
9,1,13,8,6,14,12,9,5,7,3,15,10,4,2,11,473.5727552251733
13,2,13,8,6,14,12,9,5,7,3,11,1,4,10,15,469.54456655962747
14,1,13,8,10,14,12,9,5,7,3,15,6,4,2,11,454.5761016732674
17,1,13,8,6,14,12,3,5,7,9,15,10,4,2,11,432.7643123254436
20,1,13,15,10,14,12,9,5,7,3,8,6,4,2,11,422.7877680503584
23,1,13,15,10,14,12,9,5,7,3,8,6,4,11,2,397.9076939123494
28,1,2,15,10,14,12,9,5,7,3,8,6,4,11,13,396.75483301387084
34,1,2,15,10,14,8,9,5,7,3,12,6,4,11,13,394.6257703319331
40,13,2,15,10,14,8,9,5,7,3,12,6,4,11,1,362.9696087264903
53,13,2,8,10,14,15,9,5,7,3,12,6,4,11,1,350.04251477076906
58,13,2,8,14,10,15,9,5,7,3,12,6,4,11,1,343.3387632503643
