Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,7,3,12,13,15,8,1,11,4,9,2,5,6,14,10,538.7606552435053
1,11,4,6,8,12,7,5,10,2,9,3,15,1,13,14,530.4904866200898
5,11,4,6,8,12,7,5,13,2,9,3,15,1,10,14,503.102228881765
7,11,4,6,8,12,7,5,10,3,9,2,15,1,13,14,497.8712337775593
8,11,4,6,14,12,7,5,10,2,9,3,15,1,13,8,461.87815306703703
12,11,4,6,14,12,7,3,10,2,9,5,15,1,13,8,396.17325949013446
17,11,4,6,14,12,7,3,10,15,5,9,2,1,13,8,385.8814952539915
21,11,4,6,14,12,7,3,10,2,9,5,15,8,13,1,379.6867024299092
37,11,4,6,14,12,7,3,10,15,9,5,2,8,13,1,378.5379347185476
42,11,4,6,14,12,10,3,7,15,9,5,2,8,13,1,357.57190253016574
46,11,4,6,14,12,10,3,7,15,9,5,8,2,13,1,345.68313019011913
50,11,4,6,14,12,10,3,7,5,9,15,2,8,13,1,326.42105752024565
57,11,4,6,14,12,10,3,7,5,9,15,8,2,13,1,320.9452863807031
81,11,4,6,14,12,10,3,7,5,15,9,8,2,13,1,319.01548898315707
