Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,7,3,14,12,2,4,11,6,1,5,15,9,13,8,10,473.8550029915573
1,7,3,14,12,2,4,11,6,8,5,15,9,13,1,10,459.04033649807184
7,1,13,10,2,7,15,8,9,5,3,14,12,6,4,11,446.8961151184678
15,1,13,10,2,7,15,8,9,5,3,12,14,6,4,11,428.27857699788933
20,1,13,10,2,9,15,8,7,5,3,12,14,6,4,11,398.1432065456307
24,1,13,10,8,2,15,7,9,5,3,12,14,6,4,11,365.6362300268386
32,1,13,10,8,2,15,5,9,7,3,12,14,6,4,11,333.22874388113917
36,1,13,8,10,2,15,5,9,7,3,12,14,6,4,11,332.44870904014465
42,1,13,10,8,2,15,9,5,7,3,12,14,6,4,11,320.8170053349928
51,1,13,2,8,10,15,9,5,7,3,12,14,6,4,11,306.7827924706171
70,1,13,2,8,10,9,15,5,7,3,12,14,6,4,11,301.35819431395754
