Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6,12,7,8,2,15,9,3,5,13,11,1,4,10,14,510.9507300797713
3,9,8,10,3,2,13,1,5,14,6,4,11,12,7,15,505.925837456757
6,9,8,10,12,2,13,1,5,14,6,4,11,3,7,15,494.01804772096
9,9,8,10,3,2,13,1,12,14,6,4,11,5,7,15,459.57233450009494
22,9,8,10,3,2,13,1,12,14,6,4,11,15,7,5,448.4941305288135
23,9,8,10,15,2,13,1,12,14,6,4,11,3,7,5,431.174936053656
32,9,10,8,15,2,13,1,12,14,6,4,11,3,7,5,427.6801352945425
48,9,10,8,15,2,13,1,11,14,6,4,12,3,7,5,402.08099367364485
62,9,10,8,2,15,13,1,11,14,6,4,12,3,7,5,400.36701630061697
74,9,10,8,2,15,13,1,11,4,6,14,12,3,7,5,321.2048598146017
