Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,8,1,11,13,12,3,15,5,7,2,10,9,14,6,4,518.7450569558101
4,4,14,12,5,9,10,8,2,1,13,11,15,7,3,6,476.6660096041419
9,4,14,12,7,9,10,8,2,1,13,11,15,5,3,6,471.45592394696473
10,4,14,12,5,9,15,8,2,1,13,11,10,7,3,6,468.5231414512099
11,4,14,12,5,9,10,8,2,13,1,11,15,7,3,6,445.0098479986991
14,4,14,12,5,9,10,8,11,1,13,2,15,7,3,6,418.20531378335795
36,4,14,12,7,9,10,8,11,1,13,2,15,5,3,6,412.99522812618085
47,6,14,12,7,9,10,8,11,1,13,2,15,5,3,4,412.10041783898123
51,4,14,12,3,9,10,8,11,1,13,2,15,5,7,6,398.03735191175156
67,4,14,12,3,7,10,8,11,1,13,2,15,5,9,6,372.97329533390854
102,6,14,12,3,7,10,8,11,1,13,2,15,5,9,4,365.76366059486213
112,6,14,12,3,7,10,4,11,1,13,2,15,5,9,8,355.8323553024338
149,10,14,12,3,7,6,4,11,1,13,2,15,5,9,8,344.82132933980677
191,10,14,12,3,8,6,4,11,1,13,2,15,5,9,7,333.3323175106408
201,10,3,12,14,8,6,4,11,1,13,2,15,5,9,7,326.5483895234938
218,3,10,12,14,8,6,4,11,1,13,2,15,5,9,7,318.7906545073638
231,3,14,12,10,8,6,4,11,1,13,2,15,5,9,7,304.9172413996886
242,3,12,14,10,8,6,4,11,1,13,2,15,5,9,7,296.79260140862436
253,3,12,14,10,8,6,4,11,1,13,2,15,9,5,7,284.380862862478
