Generation,Max_Fitness,Ave_Fitness,Min_Fitness
0,0,505.53688366272354,651.2624654711229,837.6633126858702
1,1,509.57269202784914,614.7664051187894,718.8745505308469
2,2,479.252663930471,582.3639889225728,734.3107329316344
3,3,479.252663930471,574.9875875369704,670.7906216284925
4,4,479.252663930471,553.9630140634756,682.0903982187677
5,5,479.252663930471,536.1692404624905,660.0821182793386
6,6,438.40568091281995,519.332605834994,628.9739995450434
7,7,438.40568091281995,506.7069385187166,597.209404248556
8,8,417.7176553168986,498.41601588638196,640.1546712784328
9,9,417.7176553168986,494.3803354160549,572.8207085883743
10,10,425.1486895402267,492.14920168375795,614.6118838809805
11,11,425.1486895402267,489.8971838617857,595.2160678786666
12,12,425.1486895402267,500.7746082863025,601.2747933298972
13,13,425.1486895402267,483.95922641197205,581.4493970616601
14,14,422.694443223197,487.5361158277296,630.8321548968001
15,15,414.4208589661603,474.9775768364117,669.0652562669412
16,16,400.9137001581388,461.14677717158673,564.6019731424389
17,17,400.9137001581388,453.34712903047193,621.2604561163351
18,18,400.9137001581388,454.21439258492893,629.052038194297
19,19,405.66834764196227,447.65610719730773,545.9140621902685
20,20,405.66834764196227,459.53003447662735,565.5133503705642
21,21,405.66834764196227,452.0055520181083,702.9398773621937
22,22,405.66834764196227,457.24214924713976,647.109209407964
23,23,405.66834764196227,448.9487704728055,530.9861425947536
24,24,405.66834764196227,452.90541357476513,579.1089055043336
25,25,405.66834764196227,450.3484362167752,566.487988164036
26,26,403.3942400420034,434.56538342201196,531.6790405436922
27,27,375.77245156691174,441.8681379381638,587.2321679541147
28,28,375.77245156691174,438.3821061482972,559.3882779488306
29,29,375.77245156691174,427.16604720541676,522.5017822674586
30,30,375.77245156691174,434.5980172029665,574.8714645750848
31,31,375.77245156691174,425.8904917387132,561.9758577733844
32,32,375.77245156691174,427.22683643559054,644.9767589767337
33,33,375.77245156691174,434.31799355247443,613.5344738695037
34,34,375.77245156691174,422.51210047396614,509.35708062326773
35,35,375.77245156691174,425.5421629813465,601.0945064042677
36,36,375.7724515669117,436.8297463640047,546.1938308733478
37,37,375.7724515669117,416.7926422541479,538.3844447744734
38,38,375.7724515669117,419.86387216438595,572.3542338280116
39,39,375.7724515669117,416.43788297513487,590.3043023650706
40,40,375.7724515669117,419.2955421369775,529.4282408909357
41,41,375.7724515669117,423.33230220032397,548.653915704143
42,42,353.54604363543865,416.62525778128327,509.3213973220781
43,43,353.54604363543865,416.30477092871496,513.5785804369227
44,44,353.54604363543865,417.110927790131,616.6236600170877
45,45,353.54604363543865,427.7169858935966,619.1945723463683
46,46,353.54604363543865,411.5135324867093,559.6416841622668
47,47,353.54604363543865,417.64771028325566,660.8239301938531
48,48,347.75405276914154,422.60930417531495,590.8132403070172
49,49,347.75405276914154,397.0340120597406,481.8433013263511
50,50,347.75405276914154,406.14589172430897,530.9387867828539
51,51,347.75405276914154,404.73583495135176,550.4063590749627
52,52,347.75405276914154,405.1333046706212,498.4474689574634
53,53,347.75405276914154,401.90715181622045,557.8858418594953
54,54,347.75405276914154,404.8079629397775,548.6277645787086
55,55,347.75405276914154,397.24808603962015,571.5666126280232
56,56,347.75405276914154,400.38146881059214,529.4282408909357
57,57,347.75405276914154,394.38655545477695,494.8794411604183
58,58,347.75405276914154,411.99602571045733,505.95373047181494
59,59,347.75405276914154,402.5587192735709,542.531176563224
60,60,347.75405276914154,400.68178464682495,568.06139876797
61,61,347.7540527691414,392.361987031612,519.4012071611554
62,62,347.7540527691414,397.58730776480456,604.1333160501746
63,63,347.7540527691414,392.0466524648038,547.0476860275872
64,64,347.7540527691414,404.2636923993603,576.6630755880927
65,65,326.51583647802335,385.23042234385025,603.6934225773006
66,66,326.51583647802335,386.5558340928222,493.41437227964315
67,67,326.51583647802335,397.80917628348345,535.7591368194581
68,68,326.51583647802335,381.8100762480386,501.16684189077625
69,69,326.51583647802335,383.5470094322889,500.1724281800831
70,70,326.51583647802335,383.0858321147473,526.138051314901
71,71,326.51583647802335,374.22530492900506,552.7498700432858
72,72,326.51583647802335,378.5740866008954,594.9775840644875
73,73,326.51583647802335,358.9070240031166,474.8521971111705
74,74,326.51583647802335,357.4804942518609,480.34387341004293
75,75,326.51583647802335,372.8342999730222,452.043270326782
76,76,326.51583647802335,357.00369357831994,473.19783984494927
77,77,326.51583647802335,358.9238706558569,531.4274236406724
78,78,326.51583647802335,365.7000623845678,485.7046504163591
79,79,326.51583647802335,360.34392359836545,460.48274807454766
80,80,326.51583647802335,372.40506579327246,586.9795636718859
81,81,326.51583647802335,377.09709494831213,511.11603416448025
82,82,326.51583647802335,366.23477682269936,529.5084972832382
83,83,326.51583647802335,358.8572818588507,503.7227409689008
84,84,326.51583647802335,353.9225108840507,460.9040979425872
85,85,326.51583647802335,366.74873687069163,458.0939314526952
86,86,326.51583647802335,361.18002570259154,463.15338704632353
87,87,326.51583647802335,354.33354953113843,537.2094031833684
88,88,326.51583647802335,363.4988731992324,453.8017878798439
89,89,326.51583647802335,375.25450638524455,558.5366620680009
90,90,326.51583647802335,372.3396433974742,584.7616975340676
91,91,326.51583647802335,354.5649428670443,509.9097746714754
92,92,326.51583647802335,374.35020182688805,525.6177589366278
93,93,326.51583647802335,374.9199074612903,497.9795807426178
94,94,326.51583647802335,378.0476129342979,514.965104287834
95,95,326.51583647802335,370.47826518485033,572.7135373535391
96,96,326.51583647802335,363.254930839811,508.02973511966235
97,97,326.51583647802335,367.9750714176452,466.83614357683547
98,98,326.51583647802335,361.9541972434007,474.21322707217666
99,99,326.51583647802335,369.7618214964206,504.6725301400186
100,100,326.51583647802335,372.83072304886724,612.7676330036678
101,101,326.51583647802335,363.09826936356035,520.4825691104044
102,102,326.51583647802335,371.7439366039479,472.2511049046484
103,103,326.51583647802335,369.91069478901983,574.383841725876
104,104,326.51583647802335,365.16571593913045,617.4050806837814
105,105,326.51583647802335,355.3596364611206,493.18181079841145
106,106,326.51583647802335,357.0806356801589,460.48274807454766
107,107,326.51583647802335,361.4995510635987,496.2471602353955
108,108,326.51583647802335,363.79946725557,458.09393145269524
109,109,326.51583647802335,364.5895386135638,456.8196321200816
110,110,326.51583647802335,358.01820756812674,472.2511049046484
111,111,326.51583647802335,364.1036465267799,522.633664245652
112,112,326.51583647802335,354.10020946939323,460.9040979425874
113,113,326.51583647802335,370.7515390409286,514.005678839862
114,114,326.51583647802335,362.92898076160185,458.22713564973714
115,115,326.51583647802335,358.8198208744595,517.9428602748364
116,116,326.51583647802335,367.7951623122822,551.5990210221134
117,117,326.51583647802335,386.26250446521937,545.0656491352014
118,118,326.51583647802335,372.51355541456064,478.21636099924854
119,119,326.51583647802335,376.9050333592646,523.1052997016528
120,120,326.51583647802335,371.98430364775083,537.5352406475573
121,121,326.51583647802335,366.21943266917174,473.19783984494927
122,122,326.51583647802335,365.12842542740975,494.89154519981497
123,123,326.51583647802335,347.2069823345352,466.0026962511749
124,124,326.51583647802335,352.19875559815466,473.0239282785191
125,125,326.51583647802335,354.34500433806744,504.57452183804645
126,126,326.51583647802335,365.7033258318273,537.2094031833685
127,127,326.51583647802335,362.50684371827424,495.993140459028
128,128,326.51583647802335,369.6736758399947,459.64731969032607
129,129,326.51583647802335,362.74467758764433,496.4764924993664
130,130,326.51583647802335,357.27486752726657,468.0339176983945
131,131,326.51583647802335,369.09349693379096,445.4012422472582
132,132,326.51583647802335,365.79468063428044,510.5591486131524
133,133,326.51583647802335,368.91586641273693,506.18170020462753
134,134,326.51583647802335,356.24620166658366,480.2928621485749
135,135,326.51583647802335,367.3611556632224,473.0239282785192
136,136,326.51583647802335,357.5843400524494,571.7691426049873
137,137,326.51583647802335,366.1641349996774,538.4314687127189
138,138,326.51583647802335,375.56810071354664,565.0663144047534
139,139,320.9501423344593,351.53313455037903,549.8608619215337
140,140,320.9501423344593,361.50389272019396,577.4245177326552
141,141,326.51583647802335,363.8958498721007,526.2713649703289
142,142,326.51583647802335,361.11015063779706,583.6803102818516
143,143,326.51583647802335,371.1420778186712,474.53368988209445
144,144,326.51583647802335,367.53373244130665,533.1863574581045
145,145,326.51583647802335,363.2559806647776,525.1908236502376
146,146,326.51583647802335,366.5942494445401,583.0932316925318
147,147,326.51583647802335,363.26151940458226,578.7642451805813
148,148,326.51583647802335,361.3416267500022,474.5336898820945
149,149,326.51583647802335,363.02468652747456,569.5060507250962
150,150,326.51583647802335,358.85072406221167,457.21986300526197
151,151,326.51583647802335,367.4628639850861,517.3963358989399
152,152,326.51583647802335,357.7479080630172,537.2094031833684
153,153,326.51583647802335,358.6764595866004,607.4763699246543
154,154,326.51583647802335,361.8403599480111,459.0820845643329
155,155,326.51583647802335,370.9924980097991,463.1533870463236
156,156,326.51583647802335,365.1938030812869,461.30626494763317
157,157,326.51583647802335,378.82080748130755,493.05909377172225
158,158,326.51583647802335,378.5951743463596,575.8153537345265
159,159,326.51583647802335,363.2356307386059,515.1378523141051
160,160,326.51583647802335,371.7143508540968,523.3446312721053
161,161,326.51583647802335,380.4732200080063,667.2662746915585
162,162,326.51583647802335,370.64469186334975,488.37915875440376
163,163,326.51583647802335,366.76005505027535,538.6246191992386
164,164,326.51583647802335,381.5171543100434,559.7989785930858
165,165,326.51583647802335,371.6543709727152,588.099261554182
166,166,326.51583647802335,373.77265856468296,554.0002076046482
167,167,326.51583647802335,382.15827932562826,542.1845387160844
168,168,326.51583647802335,357.4016966916925,511.16486869259785
169,169,326.51583647802335,367.16509321572477,531.815232480499
170,170,326.51583647802335,364.1114073273946,569.5421798849176
171,171,326.51583647802335,368.23818206789156,492.0161487480906
172,172,326.51583647802335,369.63975296754865,588.8381296064694
173,173,320.9501423344593,369.8755279327446,503.7227409689008
174,174,320.9501423344593,364.41911739311234,495.6807012927164
175,175,320.9501423344593,360.7475699452523,461.1401359000206
176,176,320.9501423344593,362.61596054721696,457.3026836881198
177,177,320.9501423344593,365.56978869967213,521.0860754623909
178,178,320.9501423344593,371.33041513123663,554.2282865226044
179,179,320.9501423344593,365.05412980586834,579.1439156429506
180,180,320.9501423344593,377.3975227986882,592.7246833140069
181,181,320.9501423344593,361.4601588261194,476.94556885288284
182,182,320.9501423344593,363.5796931340717,493.17383597503215
183,183,320.9501423344593,358.8469811500144,469.80100184599127
184,184,320.9501423344593,363.36590419444985,541.1776507184098
185,185,320.9501423344593,364.8091527742787,516.1569473438215
186,186,320.9501423344593,366.8631733020659,511.9489017951869
187,187,320.9501423344593,366.99498876324304,547.2433610524214
188,188,320.851329065763,374.6632174695896,494.9261748154929
189,189,320.851329065763,371.3161474485465,508.49260059520316
190,190,317.9727184928654,364.75501528515343,568.5115258330604
191,191,317.9727184928654,363.5770881264956,467.25712239841994
192,192,317.9727184928654,368.34061174177435,557.5260874758898
193,193,317.9727184928654,366.47269596430544,480.43907520433373
194,194,317.9727184928654,367.5342180705118,501.3924598607373
195,195,317.9727184928654,367.0365738972206,489.40471662804936
196,196,317.9727184928654,370.8695684253024,507.43265907711157
197,197,317.9727184928654,362.3518500519036,491.06738139198
198,198,317.9727184928654,362.5761995637762,504.5745218380465
199,199,317.9727184928654,364.04665432110824,533.5165171618652
200,200,317.9727184928654,366.1328450066044,616.1240771413121
201,201,317.9727184928654,370.60522828931533,508.4926005952032
202,202,306.78279247061704,355.6086891404198,501.8961730857935
